"nim","nama","prodi","kabupaten","provinsi","penghasilan_ayah","Prestasi yang pernah saudara/i raih ?","Apa yang membuat saudara/ i tertarik kuliah di Universitas Nurul Jadid ?","Siapa yang memotivasi saudara/ i hingga akhirnya memilih kuliah di Universitas Nurul Jadid ?","prestasi_terkini"
"2193270833","mahasiswa 833","PBI","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2193370834","mahasiswa 834","PBI","KAB. PAMEKASAN","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2193470835","mahasiswa 835","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2193570836","mahasiswa 836","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2193670837","mahasiswa 837","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2193770838","mahasiswa 838","PBI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2193870839","mahasiswa 839","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2193970840","mahasiswa 840","PBI","KAB. BONDOWOSO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2194070841","mahasiswa 841","PBI","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2194170842","mahasiswa 842","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2194270843","mahasiswa 843","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2194370844","mahasiswa 844","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2194470845","mahasiswa 845","PBI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2194570846","mahasiswa 846","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2194670847","mahasiswa 847","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2194770848","mahasiswa 848","PBI","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2194870849","mahasiswa 849","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2194970850","mahasiswa 850","PBI","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2195070851","mahasiswa 851","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2195170852","mahasiswa 852","PBI","KAB. PAMEKASAN","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2195270853","mahasiswa 853","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Guru di sekolah","0"
"2195370854","mahasiswa 854","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2195470855","mahasiswa 855","PBI","KAB. GRESIK","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2195570856","mahasiswa 856","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2195670857","mahasiswa 857","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2195770858","mahasiswa 858","PBI","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2195870859","mahasiswa 859","PBI","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2195970860","mahasiswa 860","PBI","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2196070861","mahasiswa 861","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2196170862","mahasiswa 862","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2196270863","mahasiswa 863","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2196370864","mahasiswa 864","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Lainnya","0"
"2196470865","mahasiswa 865","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2196570866","mahasiswa 866","EKN","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2196670867","mahasiswa 867","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2196770868","mahasiswa 868","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2196870869","mahasiswa 869","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Guru di sekolah","0"
"2196970870","mahasiswa 870","EKN","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di luar sekolah","Ada saudara/ teman yang kuliah di UNUJA","Teman sekolah","1"
"2197070871","mahasiswa 871","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2197170872","mahasiswa 872","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2197270873","mahasiswa 873","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2197370874","mahasiswa 874","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Orang tua/ kerabat","0"
"2197470875","mahasiswa 875","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2197570876","mahasiswa 876","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Orang tua/ kerabat","0"
"2197670877","mahasiswa 877","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2197770878","mahasiswa 878","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2197870879","mahasiswa 879","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2197970880","mahasiswa 880","EKN","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2198070881","mahasiswa 881","EKN","KAB. JEMBER","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2198170882","mahasiswa 882","EKN","KAB. BADUNG","Bali","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2198270883","mahasiswa 883","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2198370884","mahasiswa 884","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2198470885","mahasiswa 885","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2198570886","mahasiswa 886","EKN","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2198670887","mahasiswa 887","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","1"
"2198770888","mahasiswa 888","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2198870889","mahasiswa 889","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2198970890","mahasiswa 890","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2199070891","mahasiswa 891","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2199170892","mahasiswa 892","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2199270893","mahasiswa 893","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2199370894","mahasiswa 894","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Biaya terjangkau","Orang tua/ kerabat","1"
"2199470895","mahasiswa 895","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2199570896","mahasiswa 896","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Kesadaran diri sendiri","0"
"2199670897","mahasiswa 897","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2199770898","mahasiswa 898","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Dekat dari rumah","Kesadaran diri sendiri","0"
"2199870899","mahasiswa 899","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2199970900","mahasiswa 900","EKN","KAB. SITUBONDO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Teman sekolah","0"
"2100070901","mahasiswa 901","EKN","KAB. SITUBONDO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2100170902","mahasiswa 902","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dekat dari rumah","Kesadaran diri sendiri","0"
"2100270903","mahasiswa 903","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Guru di sekolah","0"
"2100370904","mahasiswa 904","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Fasilitas bagus","Orang tua/ kerabat","1"
"2100470905","mahasiswa 905","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2100570906","mahasiswa 906","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Fasilitas bagus","Kesadaran diri sendiri","1"
"2100670907","mahasiswa 907","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Kesadaran diri sendiri","0"
"2100770908","mahasiswa 908","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Fasilitas bagus","Kesadaran diri sendiri","0"
"2100870909","mahasiswa 909","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2100970910","mahasiswa 910","EKN","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Guru di sekolah","1"
"2101070911","mahasiswa 911","EKN","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2101170912","mahasiswa 912","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2101270913","mahasiswa 913","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2101370914","mahasiswa 914","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2101470915","mahasiswa 915","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Dipaksa orang tua","Guru di sekolah","0"
"2101570916","mahasiswa 916","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2101670917","mahasiswa 917","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di luar sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2101770918","mahasiswa 918","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Dekat dari rumah","Orang tua/ kerabat","1"
"2101870919","mahasiswa 919","EKN","KAB. SITUBONDO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di luar sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2101970920","mahasiswa 920","EKN","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2102070921","mahasiswa 921","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Dekat dari rumah","Orang tua/ kerabat","0"
"2102170922","mahasiswa 922","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2102270923","mahasiswa 923","EKN","KAB. SITUBONDO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2102370924","mahasiswa 924","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Kesadaran diri sendiri","0"
"2102470925","mahasiswa 925","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2102570926","mahasiswa 926","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2102670927","mahasiswa 927","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Dekat dari rumah","Kesadaran diri sendiri","1"
"2102770928","mahasiswa 928","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Guru di sekolah","0"
"2102870929","mahasiswa 929","EKN","KOTA PROBOLINGGO","Jawa Timur","Rp. 2.000.000 s/d Rp. 4.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2102970930","mahasiswa 930","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2103070931","mahasiswa 931","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2103170932","mahasiswa 932","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Biaya terjangkau","Kesadaran diri sendiri","0"
"2103270933","mahasiswa 933","EKN","KAB. LUMAJANG","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2103370934","mahasiswa 934","EKN","KAB. BADUNG","Bali","Rp. 2.000.000 s/d Rp. 4.999.999","Juara di sekolah","Kampus berbasis pesantren","Orang tua/ kerabat","1"
"2103470935","mahasiswa 935","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Ada saudara/ teman yang kuliah di UNUJA","Teman sekolah","0"
"2103570936","mahasiswa 936","EKN","KAB. BANGKALAN","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2103670937","mahasiswa 937","EKN","KOTA DENPASAR","Bali","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2103770938","mahasiswa 938","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 5.000.000 s/d Rp. 20.000.000","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2103870939","mahasiswa 939","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Tidak pernah meraih prestasi","Lainnya","Teman sekolah","0"
"2103970940","mahasiswa 940","EKN","KAB. SUMENEP","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2104070941","mahasiswa 941","EKN","","","","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Orang tua/ kerabat","0"
"2104170942","mahasiswa 942","EKN","KAB. PROBOLINGGO","Jawa Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Tidak pernah meraih prestasi","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2104270943","mahasiswa 943","EKN","KOTA BONTANG","Kalimantan Timur","Rp. 1.000.000 s/d Rp. 1.999.999","Juara di sekolah","Kampus berbasis pesantren","Kesadaran diri sendiri","1"
"2104370944","mahasiswa 944","EKN","KAB. PROBOLINGGO","Jawa Timur","Kurang dari Rp. 500.000","Lainnya","Kampus berbasis pesantren","Kesadaran diri sendiri","0"
"2104470945","mahasiswa 945","EKN","KAB. BONDOWOSO","Jawa Timur","Rp. 500.001 s/d Rp. 999.999","Lainnya","Kampus berbasis pesantren","Orang tua/ kerabat","0"
